title,time,year,month,day_week,date,hour
 nunca maria rita,2015-05-08 03:12:23,2015,May,Friday,2015-05-08,3
 nunca se diz nunca maria rita,2015-05-08 03:11:53,2015,May,Friday,2015-05-08,3
 nunca se diz nunca,2015-05-08 03:11:36,2015,May,Friday,2015-05-08,3
 marisa monte o que se quer,2015-05-07 05:34:29,2015,May,Thursday,2015-05-07,5
 marisa monte verdade album,2015-05-07 05:34:20,2015,May,Thursday,2015-05-07,5
 marisa monte verdade albim,2015-05-07 05:33:40,2015,May,Thursday,2015-05-07,5
 marisa monte verdade uma ilusao,2015-05-07 05:33:32,2015,May,Thursday,2015-05-07,5
 universo ao meu redor,2015-05-07 05:20:44,2015,May,Thursday,2015-05-07,5
 bom gosto dvd,2015-05-07 00:49:10,2015,May,Thursday,2015-05-07,0
 ultraviolence album,2015-05-06 04:02:41,2015,May,Wednesday,2015-05-06,4
 ultravioleta album,2015-05-06 03:50:56,2015,May,Wednesday,2015-05-06,3
 ultraviolence,2015-05-06 03:33:04,2015,May,Wednesday,2015-05-06,3
 ricky vallen linda demais,2015-05-05 23:24:36,2015,May,Tuesday,2015-05-05,23
 ricky vallen linda demais,2015-05-05 22:46:49,2015,May,Tuesday,2015-05-05,22
 Ricky vallen album,2015-05-05 22:46:41,2015,May,Tuesday,2015-05-05,22
 elis perfil,2015-05-05 22:45:26,2015,May,Tuesday,2015-05-05,22
 roberto carlos botoes da blusa,2015-05-04 06:58:00,2015,May,Monday,2015-05-04,6
 roberto carlos,2015-05-04 06:57:42,2015,May,Monday,2015-05-04,6
 proposta roberto carlos,2015-05-04 06:28:14,2015,May,Monday,2015-05-04,6
 eu te proponho roberto carlos,2015-05-04 06:28:01,2015,May,Monday,2015-05-04,6
 recuperação da informação modelo vetorial,2015-05-03 11:20:38,2015,May,Sunday,2015-05-03,11
 recuperação da informação modelos,2015-05-03 11:20:15,2015,May,Sunday,2015-05-03,11
 álibi,2015-04-29 03:41:25,2015,April,Wednesday,2015-04-29,3
 chega de dubsmash,2015-04-25 04:15:35,2015,April,Saturday,2015-04-25,4
 chega de dub smash,2015-04-25 04:05:12,2015,April,Saturday,2015-04-25,4
 volantes,2015-04-25 03:51:18,2015,April,Saturday,2015-04-25,3
 japão nosso de cada dia,2015-04-25 03:41:57,2015,April,Saturday,2015-04-25,3
 hannah gorgas,2015-04-24 03:18:14,2015,April,Friday,2015-04-24,3
 london grammar,2015-04-24 03:17:51,2015,April,Friday,2015-04-24,3
 lomdon grammar,2015-04-24 03:17:22,2015,April,Friday,2015-04-24,3
 london grammar album,2015-04-24 03:16:57,2015,April,Friday,2015-04-24,3
 céu album,2015-04-24 02:33:55,2015,April,Friday,2015-04-24,2
 jorge ben melhor,2015-04-23 20:17:41,2015,April,Thursday,2015-04-23,20
 jorge ben melhor,2015-04-23 00:20:06,2015,April,Thursday,2015-04-23,0
 boogarins canção perdida,2015-04-23 00:19:56,2015,April,Thursday,2015-04-23,0
 boogarins canção perdida,2015-04-22 23:23:16,2015,April,Wednesday,2015-04-22,23
 boogarins,2015-04-22 23:17:18,2015,April,Wednesday,2015-04-22,23
 outfield's your love,2015-04-22 23:00:34,2015,April,Wednesday,2015-04-22,23
 out fields your love,2015-04-22 23:00:31,2015,April,Wednesday,2015-04-22,23
 out fields full album,2015-04-22 23:00:13,2015,April,Wednesday,2015-04-22,23
 french kiss,2015-04-22 22:55:16,2015,April,Wednesday,2015-04-22,22
 gabriel colombo,2015-04-22 22:55:16,2015,April,Wednesday,2015-04-22,22
 lidio mateus,2015-04-22 22:46:58,2015,April,Wednesday,2015-04-22,22
 lidio matheus,2015-04-22 22:46:55,2015,April,Wednesday,2015-04-22,22
 domingo de manha,2015-04-22 22:45:17,2015,April,Wednesday,2015-04-22,22
 o melhor de leone,2015-04-21 16:08:19,2015,April,Tuesday,2015-04-21,16
 leone,2015-04-21 16:06:25,2015,April,Tuesday,2015-04-21,16
 leone melhor de,2015-04-21 16:06:11,2015,April,Tuesday,2015-04-21,16
 canção nua oswaldo,2015-04-20 17:32:38,2015,April,Monday,2015-04-20,17
 cicero album,2015-04-18 00:21:17,2015,April,Saturday,2015-04-18,0
 riverside,2015-04-18 00:17:26,2015,April,Saturday,2015-04-18,0
 the best of queen,2015-04-17 11:41:09,2015,April,Friday,2015-04-17,11
 one and only adele,2015-04-16 18:20:36,2015,April,Thursday,2015-04-16,18
 take it all adele,2015-04-16 18:09:58,2015,April,Thursday,2015-04-16,18
 adele album,2015-04-16 18:09:02,2015,April,Thursday,2015-04-16,18
 à palo seco oswaldo,2015-04-15 16:14:34,2015,April,Wednesday,2015-04-15,16
 adele album,2015-04-14 00:57:54,2015,April,Tuesday,2015-04-14,0
 adele,2015-04-14 00:57:28,2015,April,Tuesday,2015-04-14,0
 lorde album,2015-04-12 21:05:30,2015,April,Sunday,2015-04-12,21
 lorde,2015-04-12 21:03:00,2015,April,Sunday,2015-04-12,21
 cicero,2015-04-11 03:20:00,2015,April,Saturday,2015-04-11,3
 mallu magalhães faz,2015-04-11 02:44:33,2015,April,Saturday,2015-04-11,2
 o preço dessa flor,2015-04-11 02:31:43,2015,April,Saturday,2015-04-11,2
 internet das coisas,2015-04-10 03:27:22,2015,April,Friday,2015-04-10,3
 dado informacao conhecimento,2015-04-10 02:50:35,2015,April,Friday,2015-04-10,2
 suporte tecnico na idade media,2015-04-10 02:45:10,2015,April,Friday,2015-04-10,2
 ceu ao vivo,2015-04-06 17:19:37,2015,April,Monday,2015-04-06,17
 ceu,2015-04-06 17:18:58,2015,April,Monday,2015-04-06,17
 off to the races lana del rey,2015-04-06 13:24:20,2015,April,Monday,2015-04-06,13
 off to the races,2015-04-06 13:22:58,2015,April,Monday,2015-04-06,13
 o amor é isso tribalistas,2015-04-06 13:14:30,2015,April,Monday,2015-04-06,13
 o amor é isso,2015-04-06 13:14:19,2015,April,Monday,2015-04-06,13
 tribalistas,2015-04-06 03:55:58,2015,April,Monday,2015-04-06,3
 lana del rey,2015-04-03 23:02:27,2015,April,Friday,2015-04-03,23
 me larga nao enche,2015-04-03 23:01:52,2015,April,Friday,2015-04-03,23
 jess,2015-03-30 18:18:36,2015,March,Monday,2015-03-30,18
 juan felipe,2015-03-30 18:18:31,2015,March,Monday,2015-03-30,18
 call me maybe jess,2015-03-30 18:05:12,2015,March,Monday,2015-03-30,18
 call me maybe,2015-03-30 18:04:00,2015,March,Monday,2015-03-30,18
 video games lana del rey,2015-03-22 04:29:19,2015,March,Sunday,2015-03-22,4
 gal costa album,2015-03-22 03:13:45,2015,March,Sunday,2015-03-22,3
 gal album,2015-03-22 03:13:10,2015,March,Sunday,2015-03-22,3
 gal perfil,2015-03-22 03:11:48,2015,March,Sunday,2015-03-22,3
 meu nome gal,2015-03-22 02:31:39,2015,March,Sunday,2015-03-22,2
 geraldo azevedo talisma,2015-03-16 02:50:31,2015,March,Monday,2015-03-16,2
 esconderijo ana canas,2015-03-16 02:42:21,2015,March,Monday,2015-03-16,2
 le moribond,2015-03-15 11:05:15,2015,March,Sunday,2015-03-15,11
 le moribond,2015-03-15 02:34:53,2015,March,Sunday,2015-03-15,2
 djavan,2015-03-15 02:00:17,2015,March,Sunday,2015-03-15,2
 le moribond,2015-03-13 11:09:10,2015,March,Friday,2015-03-13,11
 cazuza album,2015-03-13 01:21:40,2015,March,Friday,2015-03-13,1
 cazuza album,2015-03-12 23:48:19,2015,March,Thursday,2015-03-12,23
 travessia,2015-03-12 11:55:30,2015,March,Thursday,2015-03-12,11
 Aprendendo a jogar elis,2015-03-12 01:37:47,2015,March,Thursday,2015-03-12,1
 cartomante elis,2015-03-12 01:28:56,2015,March,Thursday,2015-03-12,1
 casa no campo elis,2015-03-12 01:23:43,2015,March,Thursday,2015-03-12,1
 casa no campo,2015-03-12 01:23:35,2015,March,Thursday,2015-03-12,1
 me deixas louca,2015-03-12 01:13:10,2015,March,Thursday,2015-03-12,1
 perfil elis,2015-03-12 01:04:45,2015,March,Thursday,2015-03-12,1
 perfil elis,2015-03-12 00:25:16,2015,March,Thursday,2015-03-12,0
 perfil,2015-03-12 00:23:06,2015,March,Thursday,2015-03-12,0
 elis regina perfil,2015-03-12 00:19:01,2015,March,Thursday,2015-03-12,0
 elis album perfil,2015-03-12 00:18:46,2015,March,Thursday,2015-03-12,0
 elis perfil,2015-03-12 00:18:18,2015,March,Thursday,2015-03-12,0
 elis regina album,2015-03-12 00:07:36,2015,March,Thursday,2015-03-12,0
 elis regina,2015-03-12 00:05:00,2015,March,Thursday,2015-03-12,0
 gulag orkestar,2015-03-10 11:38:04,2015,March,Tuesday,2015-03-10,11
 nantes,2015-03-09 16:15:02,2015,March,Monday,2015-03-09,16
 sharon jones,2015-03-08 23:12:24,2015,March,Sunday,2015-03-08,23
 the gulag orchestar,2015-03-08 23:09:37,2015,March,Sunday,2015-03-08,23
 the penalty,2015-03-08 23:00:32,2015,March,Sunday,2015-03-08,23
 in the mausoleum,2015-03-08 22:59:57,2015,March,Sunday,2015-03-08,22
 maison france beirut,2015-03-08 22:59:21,2015,March,Sunday,2015-03-08,22
 maison des france beirut,2015-03-08 22:59:01,2015,March,Sunday,2015-03-08,22
 beirut mount orcali,2015-03-08 22:52:44,2015,March,Sunday,2015-03-08,22
 beirut moint orclai,2015-03-08 22:52:41,2015,March,Sunday,2015-03-08,22
 beirut black session,2015-03-08 22:51:40,2015,March,Sunday,2015-03-08,22
 beirut 2007,2015-03-08 22:50:14,2015,March,Sunday,2015-03-08,22
 beirut radio france,2015-03-08 22:50:08,2015,March,Sunday,2015-03-08,22
 beirut radio,2015-03-08 22:48:11,2015,March,Sunday,2015-03-08,22
 beirut,2015-03-06 23:16:44,2015,March,Friday,2015-03-06,23
 vanessa da mata,2015-03-06 23:15:59,2015,March,Friday,2015-03-06,23
 ceu,2015-03-06 00:01:35,2015,March,Friday,2015-03-06,0
 ceu,2015-03-05 22:44:20,2015,March,Thursday,2015-03-05,22
 jamz cd completo,2015-03-05 00:54:57,2015,March,Thursday,2015-03-05,0
 beirut cherbourg live,2015-03-05 00:23:54,2015,March,Thursday,2015-03-05,0
 beirut cherbourg live,2015-03-04 23:25:00,2015,March,Wednesday,2015-03-04,23
 beirut javanaise,2015-03-04 23:24:43,2015,March,Wednesday,2015-03-04,23
 Nackenklatscher,2015-03-04 23:16:23,2015,March,Wednesday,2015-03-04,23
 beirut long island,2015-03-04 23:11:49,2015,March,Wednesday,2015-03-04,23
 long island,2015-03-04 23:11:14,2015,March,Wednesday,2015-03-04,23
 beirut javanaise,2015-03-04 01:45:37,2015,March,Wednesday,2015-03-04,1
 beirut vagabond,2015-03-04 01:45:16,2015,March,Wednesday,2015-03-04,1
 tu gintana,2015-03-04 01:30:17,2015,March,Wednesday,2015-03-04,1
 beirut,2015-03-04 01:20:23,2015,March,Wednesday,2015-03-04,1
 beirut postcards from italy,2015-03-04 01:15:02,2015,March,Wednesday,2015-03-04,1
 beirut cherbourg,2015-03-04 01:11:07,2015,March,Wednesday,2015-03-04,1
 nine afternoon acoustic,2015-03-04 01:07:07,2015,March,Wednesday,2015-03-04,1
 i write sins not tragedies acoustic,2015-03-04 00:58:01,2015,March,Wednesday,2015-03-04,0
 not tragedies acoustic,2015-03-04 00:57:43,2015,March,Wednesday,2015-03-04,0
 budapeste,2015-03-04 00:44:35,2015,March,Wednesday,2015-03-04,0
 take me to the church,2015-03-04 00:25:16,2015,March,Wednesday,2015-03-04,0
 hozie,2015-03-03 23:52:00,2015,March,Tuesday,2015-03-03,23
 flora matos pretin,2015-02-24 01:01:06,2015,February,Tuesday,2015-02-24,1
 bongar,2015-02-24 00:32:02,2015,February,Tuesday,2015-02-24,0
 otto,2015-02-24 00:26:42,2015,February,Tuesday,2015-02-24,0
 crua otto,2015-02-23 22:56:23,2015,February,Monday,2015-02-23,22
 cicero,2015-02-23 21:36:10,2015,February,Monday,2015-02-23,21
 céu ao vivo,2015-02-21 23:32:03,2015,February,Saturday,2015-02-21,23
 maneva,2015-02-19 21:23:13,2015,February,Thursday,2015-02-19,21
 céu ao vivo,2015-02-19 11:39:11,2015,February,Thursday,2015-02-19,11
 céu cangote,2015-02-19 11:11:49,2015,February,Thursday,2015-02-19,11
 panda kopanda,2015-02-19 00:12:23,2015,February,Thursday,2015-02-19,0
 panda go panda,2015-02-19 00:05:20,2015,February,Thursday,2015-02-19,0
 céu cangote,2015-02-17 21:02:23,2015,February,Tuesday,2015-02-17,21
 cangote,2015-02-17 21:01:43,2015,February,Tuesday,2015-02-17,21
 hey nana ao vivo,2015-02-13 01:09:27,2015,February,Friday,2015-02-13,1
 hey nana bis,2015-02-13 01:09:15,2015,February,Friday,2015-02-13,1
 hey nana,2015-02-13 01:08:50,2015,February,Friday,2015-02-13,1
 where the light is john mayer,2015-02-13 01:04:38,2015,February,Friday,2015-02-13,1
 hiding my heart,2015-02-09 23:41:25,2015,February,Monday,2015-02-09,23
 ceu cangote,2015-02-08 15:24:45,2015,February,Sunday,2015-02-08,15
 céu,2015-02-08 14:04:58,2015,February,Sunday,2015-02-08,14
 oswaldo montenegro,2015-02-08 13:47:16,2015,February,Sunday,2015-02-08,13
 oswaldo momtenegro,2015-02-08 13:47:14,2015,February,Sunday,2015-02-08,13
 cavalo rodrigo amarante,2015-02-06 16:03:51,2015,February,Friday,2015-02-06,16
 bob dylan,2015-02-05 00:12:12,2015,February,Thursday,2015-02-05,0
 john mayer more than words,2015-02-04 22:58:12,2015,February,Wednesday,2015-02-04,22
 john mayer live la full concert,2015-02-04 22:32:54,2015,February,Wednesday,2015-02-04,22
 john mayer live LA,2015-02-04 22:32:48,2015,February,Wednesday,2015-02-04,22
 the best of john mayer,2015-02-04 22:28:53,2015,February,Wednesday,2015-02-04,22
 marcus menna,2015-02-04 22:28:13,2015,February,Wednesday,2015-02-04,22
 marcus mena,2015-02-04 22:22:45,2015,February,Wednesday,2015-02-04,22
 vem andar comigo,2015-02-04 22:21:55,2015,February,Wednesday,2015-02-04,22
 paul whiteman rhapsody in blue,2015-02-04 22:21:47,2015,February,Wednesday,2015-02-04,22
 paul whiteman,2015-02-04 22:17:52,2015,February,Wednesday,2015-02-04,22
 paul whiteman,2015-02-04 17:59:01,2015,February,Wednesday,2015-02-04,17
 whiteman,2015-02-04 17:58:07,2015,February,Wednesday,2015-02-04,17
 lily pons,2015-02-04 17:57:59,2015,February,Wednesday,2015-02-04,17
 bing crosby,2015-02-04 17:45:36,2015,February,Wednesday,2015-02-04,17
 pinoquio,2015-02-04 16:55:54,2015,February,Wednesday,2015-02-04,16
 bing crosby,2015-02-04 16:55:18,2015,February,Wednesday,2015-02-04,16
 animais seres sencientes wspa,2015-02-04 16:45:12,2015,February,Wednesday,2015-02-04,16
 animais seres sencientes,2015-02-04 16:44:58,2015,February,Wednesday,2015-02-04,16
 pinoquio,2015-02-04 14:19:03,2015,February,Wednesday,2015-02-04,14
 zelda songs on ocarina,2015-02-04 13:56:34,2015,February,Wednesday,2015-02-04,13
 the best of sinatra,2015-02-03 23:51:37,2015,February,Tuesday,2015-02-03,23
 glamour tropical,2015-02-02 22:27:43,2015,February,Monday,2015-02-02,22
 los hermanos album,2015-02-02 03:17:53,2015,February,Monday,2015-02-02,3
 los hermanos perfil,2015-02-02 03:17:36,2015,February,Monday,2015-02-02,3
 los hermanos rosario,2015-02-02 03:17:14,2015,February,Monday,2015-02-02,3
 vanguart,2015-02-02 03:11:20,2015,February,Monday,2015-02-02,3
 los hermanos um par,2015-02-02 03:03:37,2015,February,Monday,2015-02-02,3
 los hermanos quatro,2015-02-02 03:00:35,2015,February,Monday,2015-02-02,3
 ventura los hermanos,2015-02-01 13:24:54,2015,February,Sunday,2015-02-01,13
 there's never a forever thing instrumental,2015-01-31 16:03:17,2015,January,Saturday,2015-01-31,16
 flauta,2015-01-31 03:08:27,2015,January,Saturday,2015-01-31,3
 cherbourg,2015-01-28 12:31:20,2015,January,Wednesday,2015-01-28,12
 there's never a forever thing instrumental,2015-01-28 12:30:28,2015,January,Wednesday,2015-01-28,12
 there's never a forever thing na flauta,2015-01-28 12:30:17,2015,January,Wednesday,2015-01-28,12
 there's never a forever thing flauta,2015-01-28 12:30:12,2015,January,Wednesday,2015-01-28,12
 flauta there's never a forever thing,2015-01-28 12:29:43,2015,January,Wednesday,2015-01-28,12
 a-ha there's never a forever thing legenda,2015-01-28 12:29:24,2015,January,Wednesday,2015-01-28,12
 a-ha there's never a forever thing traducao,2015-01-28 12:18:26,2015,January,Wednesday,2015-01-28,12
 a-ha there's never a forever thing,2015-01-28 12:18:08,2015,January,Wednesday,2015-01-28,12
 a-ha,2015-01-28 12:17:46,2015,January,Wednesday,2015-01-28,12
 flauta de pan,2015-01-28 12:12:50,2015,January,Wednesday,2015-01-28,12
 flauta,2015-01-28 12:12:42,2015,January,Wednesday,2015-01-28,12
 watchmen,2015-01-28 12:02:01,2015,January,Wednesday,2015-01-28,12
 trilha sonora watchmen,2015-01-28 12:01:55,2015,January,Wednesday,2015-01-28,12
 trilha sonora watchman,2015-01-28 12:00:57,2015,January,Wednesday,2015-01-28,12
 flauta,2015-01-26 19:16:26,2015,January,Monday,2015-01-26,19
 los hermanos album,2015-01-24 02:55:14,2015,January,Saturday,2015-01-24,2
 take it all adele,2015-01-24 02:49:20,2015,January,Saturday,2015-01-24,2
 you head me,2015-01-24 02:42:56,2015,January,Saturday,2015-01-24,2
 alicia keys full album,2015-01-23 21:07:03,2015,January,Friday,2015-01-23,21
 girl is on fire alicia keys,2015-01-23 21:05:02,2015,January,Friday,2015-01-23,21
 fat head documentario,2015-01-23 01:35:20,2015,January,Friday,2015-01-23,1
 fat head documentary,2015-01-23 01:35:09,2015,January,Friday,2015-01-23,1
 pouca agua danos rins,2015-01-22 02:52:47,2015,January,Thursday,2015-01-22,2
 falta agua rins,2015-01-22 02:52:18,2015,January,Thursday,2015-01-22,2
 i look to you whitney houston,2015-01-21 17:43:43,2015,January,Wednesday,2015-01-21,17
 los hermanos ao vivo na fundição progresso completo,2015-01-19 23:11:02,2015,January,Monday,2015-01-19,23
 azul é a cor mais quente,2015-01-17 14:15:31,2015,January,Saturday,2015-01-17,14
 como fazer escova em cabelo longo cacheado,2015-01-17 00:54:21,2015,January,Saturday,2015-01-17,0
 como fazer escova em cabelo longo,2015-01-17 00:31:54,2015,January,Saturday,2015-01-17,0
 escova lisa,2015-01-17 00:12:17,2015,January,Saturday,2015-01-17,0
 norah jones little broken hearts,2015-01-16 22:04:55,2015,January,Friday,2015-01-16,22
 whos that chick rihanna,2015-01-16 00:16:27,2015,January,Friday,2015-01-16,0
 mpb jazz album,2015-01-15 01:10:28,2015,January,Thursday,2015-01-15,1
 mpb jazz,2015-01-15 01:09:35,2015,January,Thursday,2015-01-15,1
 los hermanos,2015-01-13 00:53:01,2015,January,Tuesday,2015-01-13,0
 los hermanos,2015-01-12 23:09:11,2015,January,Monday,2015-01-12,23
 engenheiroa do hawaii album,2015-01-12 22:22:45,2015,January,Monday,2015-01-12,22
 ivan lins,2015-01-12 22:01:39,2015,January,Monday,2015-01-12,22
 aquelas ondas,2015-01-12 21:56:13,2015,January,Monday,2015-01-12,21
 young and beautiful lana del rey lyrics,2015-01-12 21:51:56,2015,January,Monday,2015-01-12,21
 ultraviolence lana,2015-01-12 21:50:37,2015,January,Monday,2015-01-12,21
 grande hotel kid abelha,2015-01-12 21:43:11,2015,January,Monday,2015-01-12,21
 lana del rey million dollar man,2015-01-12 03:00:46,2015,January,Monday,2015-01-12,3
 lana del rey,2015-01-12 03:00:33,2015,January,Monday,2015-01-12,3
 yann tiersen,2015-01-10 01:28:05,2015,January,Saturday,2015-01-10,1
 yann tiersen,2015-01-10 00:48:21,2015,January,Saturday,2015-01-10,0
 sailing,2015-01-10 00:33:47,2015,January,Saturday,2015-01-10,0
 million dollar man lana del rey,2015-01-09 03:02:03,2015,January,Friday,2015-01-09,3
 million dollar man lana,2015-01-09 03:00:41,2015,January,Friday,2015-01-09,3
 melhor de  cazuza,2015-01-07 19:37:45,2015,January,Wednesday,2015-01-07,19
 melhor de  cazuza,2015-01-07 16:42:11,2015,January,Wednesday,2015-01-07,16
 eu queria ter uma bomba,2015-01-07 16:37:56,2015,January,Wednesday,2015-01-07,16
 ando so humberto,2015-01-07 16:29:16,2015,January,Wednesday,2015-01-07,16
 ando so humberto,2015-01-04 18:25:40,2015,January,Sunday,2015-01-04,18
 ando so humberto,2015-01-04 14:30:41,2015,January,Sunday,2015-01-04,14
 blue jeans lana del rey,2015-01-03 00:20:10,2015,January,Saturday,2015-01-03,0
 london bridge fergie,2015-01-01 05:23:09,2015,January,Thursday,2015-01-01,5
 london bridge,2015-01-01 05:22:54,2015,January,Thursday,2015-01-01,5
 lana del rey te Best of,2015-01-01 04:58:03,2015,January,Thursday,2015-01-01,4
 lá na del rey te Best of,2015-01-01 04:57:54,2015,January,Thursday,2015-01-01,4
 panic at the disco,2015-01-01 04:50:00,2015,January,Thursday,2015-01-01,4
 panic at te disco,2015-01-01 04:49:53,2015,January,Thursday,2015-01-01,4
 natiruts no filter,2015-01-01 01:49:37,2015,January,Thursday,2015-01-01,1
 lana del rey born to die full album,2014-12-31 22:12:16,2014,December,Wednesday,2014-12-31,22
 lana del rey born to die completo,2014-12-31 21:59:38,2014,December,Wednesday,2014-12-31,21
 rasputin,2014-12-31 16:24:40,2014,December,Wednesday,2014-12-31,16
 kraftwerk,2014-12-31 16:18:26,2014,December,Wednesday,2014-12-31,16
 dire straits,2014-12-31 16:12:32,2014,December,Wednesday,2014-12-31,16
 phil collins,2014-12-31 16:11:56,2014,December,Wednesday,2014-12-31,16
 the peachmode,2014-12-31 16:11:45,2014,December,Wednesday,2014-12-31,16
 Thomas Dolby - The Golden Age Of Wireless (1982),2014-12-31 16:05:58,2014,December,Wednesday,2014-12-31,16
 chicago street player,2014-12-31 15:23:50,2014,December,Wednesday,2014-12-31,15
 chicago,2014-12-31 15:23:21,2014,December,Wednesday,2014-12-31,15
 melhor anos 70,2014-12-31 15:23:10,2014,December,Wednesday,2014-12-31,15
 melhor anos 50,2014-12-31 15:21:17,2014,December,Wednesday,2014-12-31,15
 the best of years 50,2014-12-31 15:17:41,2014,December,Wednesday,2014-12-31,15
 the police,2014-12-31 15:14:44,2014,December,Wednesday,2014-12-31,15
 the manhattans,2014-12-31 15:14:17,2014,December,Wednesday,2014-12-31,15
 candy man,2014-12-31 15:09:52,2014,December,Wednesday,2014-12-31,15
 jean michel jarre,2014-12-31 15:09:03,2014,December,Wednesday,2014-12-31,15
 kiss prince,2014-12-31 15:04:27,2014,December,Wednesday,2014-12-31,15
 caribbean queen,2014-12-31 15:03:05,2014,December,Wednesday,2014-12-31,15
 prince kiss,2014-12-31 15:02:48,2014,December,Wednesday,2014-12-31,15
 prince,2014-12-31 15:02:34,2014,December,Wednesday,2014-12-31,15
 kiss,2014-12-31 15:00:25,2014,December,Wednesday,2014-12-31,15
 you head me,2014-12-30 12:49:44,2014,December,Tuesday,2014-12-30,12
 whos that chick,2014-12-28 16:14:15,2014,December,Sunday,2014-12-28,16
 norah jones good morning,2014-12-27 05:02:00,2014,December,Saturday,2014-12-27,5
 norah jones good mornimg,2014-12-27 05:01:58,2014,December,Saturday,2014-12-27,5
 norah jones little broken hearts,2014-12-27 05:01:46,2014,December,Saturday,2014-12-27,5
 norah jones album 2014,2014-12-27 05:00:44,2014,December,Saturday,2014-12-27,5
 norah jones album,2014-12-27 05:00:01,2014,December,Saturday,2014-12-27,5
 oswaldo chao de giz,2014-12-26 02:03:49,2014,December,Friday,2014-12-26,2
 oswaldo canta chico,2014-12-26 02:03:10,2014,December,Friday,2014-12-26,2
 brilho oswaldo,2014-12-26 01:58:52,2014,December,Friday,2014-12-26,1
 Jorge aragao,2014-12-25 22:57:18,2014,December,Thursday,2014-12-25,22
 mallu magalhães pitanga,2014-12-25 22:42:57,2014,December,Thursday,2014-12-25,22
 mallu magalhães pitanga,2014-12-25 22:03:38,2014,December,Thursday,2014-12-25,22
 los hermanos,2014-12-25 02:19:04,2014,December,Thursday,2014-12-25,2
 los hermanos,2014-12-25 01:47:32,2014,December,Thursday,2014-12-25,1
 chao de giz oswaldo montenegro,2014-12-25 01:39:06,2014,December,Thursday,2014-12-25,1
 playlist oswaldo montenegro,2014-12-25 01:34:17,2014,December,Thursday,2014-12-25,1
 playlist oswaldo montenegro,2014-12-25 00:35:12,2014,December,Thursday,2014-12-25,0
 grandes sucessos oswaldo montenegro,2014-12-24 06:40:46,2014,December,Wednesday,2014-12-24,6
 chao de giz oswaldo montenegro,2014-12-24 06:40:34,2014,December,Wednesday,2014-12-24,6
 coletanea oswaldo montenegro,2014-12-24 06:34:09,2014,December,Wednesday,2014-12-24,6
 condor oswaldo,2014-12-24 06:13:06,2014,December,Wednesday,2014-12-24,6
 oswaldo montenegro,2014-12-24 06:10:48,2014,December,Wednesday,2014-12-24,6
 mais bonitas cançoes de oswaldo montenegro,2014-12-24 05:49:42,2014,December,Wednesday,2014-12-24,5
 greatest hits oswaldo montenegro,2014-12-24 05:46:51,2014,December,Wednesday,2014-12-24,5
 grestest hits oswaldo montenegro,2014-12-24 05:46:13,2014,December,Wednesday,2014-12-24,5
 maiores sucessos oswaldo montenegro,2014-12-24 05:43:24,2014,December,Wednesday,2014-12-24,5
 preferidas oswaldo montenegro,2014-12-24 05:42:34,2014,December,Wednesday,2014-12-24,5
 as mais lindas musicas oswaldo montenegro,2014-12-24 05:41:39,2014,December,Wednesday,2014-12-24,5
 as mais belas musicas de oswaldo montenegro,2014-12-24 05:41:10,2014,December,Wednesday,2014-12-24,5
 as mais belas cancoes montenegro,2014-12-24 05:38:49,2014,December,Wednesday,2014-12-24,5
 o melhor de oswaldo montenegro,2014-12-24 05:38:26,2014,December,Wednesday,2014-12-24,5
 oswaldo montenegro,2014-12-23 17:05:44,2014,December,Tuesday,2014-12-23,17
 as mais belas de oswaldo montenegro,2014-12-23 17:01:40,2014,December,Tuesday,2014-12-23,17
 o melhor de oswaldo montenegro,2014-12-23 17:01:06,2014,December,Tuesday,2014-12-23,17
 oswaldo montenegro melhores,2014-12-23 17:00:31,2014,December,Tuesday,2014-12-23,17
 mallu magalhaes,2014-12-23 05:31:04,2014,December,Tuesday,2014-12-23,5
 chico buarque joao maria,2014-12-23 04:42:03,2014,December,Tuesday,2014-12-23,4
 chico buarque,2014-12-23 04:41:43,2014,December,Tuesday,2014-12-23,4
 carta de amor maria bethania,2014-12-23 04:40:01,2014,December,Tuesday,2014-12-23,4
 cangote,2014-12-23 04:21:43,2014,December,Tuesday,2014-12-23,4
 astronauta lulu santos,2014-12-22 18:36:25,2014,December,Monday,2014-12-22,18
 rpm,2014-12-22 18:14:35,2014,December,Monday,2014-12-22,18
 jesuton,2014-12-22 18:01:10,2014,December,Monday,2014-12-22,18
 banda do mar,2014-12-21 16:44:05,2014,December,Sunday,2014-12-21,16
 beirut the best of,2014-12-14 18:29:18,2014,December,Sunday,2014-12-14,18
 beirut cherbourg,2014-12-14 17:52:50,2014,December,Sunday,2014-12-14,17
 beirut,2014-12-14 17:49:37,2014,December,Sunday,2014-12-14,17
 beirut postcards from italy,2014-12-14 17:48:58,2014,December,Sunday,2014-12-14,17
 nantes beirut,2014-12-14 17:48:19,2014,December,Sunday,2014-12-14,17
 beirut east harlem,2014-12-14 17:47:21,2014,December,Sunday,2014-12-14,17
 mercado financeiro,2014-12-12 01:34:57,2014,December,Friday,2014-12-12,1
 entendendo mercados financeiros,2014-12-12 00:59:31,2014,December,Friday,2014-12-12,0
 natiruts no filter,2014-12-11 22:57:02,2014,December,Thursday,2014-12-11,22
 natiruts acustico rio de janeiro completo,2014-12-11 22:25:14,2014,December,Thursday,2014-12-11,22
