Video,Channel,Time,Year,Month,Day_week,Date,Hour,Part_of_day
 VOCÊ SABE EXTRAIR INFORMAÇÕES DE DADOS? | Análise de Dados #1,Programação Dinâmica,2021-02-18 01:33:35,2021,February,Thursday,2021-02-18,1,Late Night
" To find work you love, don't follow your passion | Benjamin Todd | TEDxYouth@Tallinn",TEDx Talks,2021-02-18 00:12:12,2021,February,Thursday,2021-02-18,0,Late Night
 A Dor de Aprender | Que Cursos/Livros?,Fabio Akita,2021-02-17 23:32:38,2021,February,Wednesday,2021-02-17,23,Night
 [ChatBoss 1.2] Introdução ao Git e contribuição colaborativa,Big Open Source Sibling,2021-02-17 23:32:29,2021,February,Wednesday,2021-02-17,23,Night
 FUNÇÕES em PYTHON | Introdução à Programação #12,Programação Dinâmica,2021-02-17 23:31:35,2021,February,Wednesday,2021-02-17,23,Night
 RY X & Brussels Philharmonic Soloists Live at AB - Ancienne Belgique,AB - Ancienne Belgique,2021-02-17 23:02:54,2021,February,Wednesday,2021-02-17,23,Night
 UMI - Introspection Live Show ✨ ((Quantum Love)),UMI,2021-02-17 23:02:03,2021,February,Wednesday,2021-02-17,23,Night
 Aula 28/01/21: Melhores momentos - 8 fatores de inovar no setor público com tecnologia.,appcivico,2021-02-14 05:59:37,2021,February,Sunday,2021-02-14,5,Early Morning
 Jason Mraz - Valentine’s Day #lalalalovestream,Jason Mraz,2021-02-14 03:19:22,2021,February,Sunday,2021-02-14,3,Late Night
 O Poder da Empatia,animamundhy,2021-02-14 03:18:15,2021,February,Sunday,2021-02-14,3,Late Night
 Pica-Pau em Português | Recompensa | Compilação De 1 Hora | Desenhos Animados,Pica-Pau em Português,2021-02-12 21:58:58,2021,February,Friday,2021-02-12,21,Night
 A casa do Mickey Mouse - Músicas #1,Disney,2021-02-12 20:33:22,2021,February,Friday,2021-02-12,20,Evening
 [ChatBoss 1.2] Introdução ao Git e contribuição colaborativa,Big Open Source Sibling,2021-02-12 20:04:12,2021,February,Friday,2021-02-12,20,Evening
 FUNÇÕES em PYTHON | Introdução à Programação #12,Programação Dinâmica,2021-02-12 11:54:41,2021,February,Friday,2021-02-12,11,Morning
 Experiential Learning: How We All Learn Naturally,Sprouts,2021-02-12 11:49:22,2021,February,Friday,2021-02-12,11,Morning
 Eu sou um presentista | Conrado Schlochauer | TEDxPinheiros,TEDx Talks,2021-02-12 11:33:25,2021,February,Friday,2021-02-12,11,Morning
 Curso Python #09 - Manipulando Texto,Curso em Vídeo,2021-02-11 19:26:25,2021,February,Thursday,2021-02-11,19,Evening
 But how does bitcoin actually work?,3Blue1Brown,2021-02-10 05:27:45,2021,February,Wednesday,2021-02-10,5,Early Morning
 Python - Instalando e configurando o VSCode no Windows,Huidemar Costa,2021-02-09 00:52:59,2021,February,Tuesday,2021-02-09,0,Late Night
 Python + VSCode: Programação e Debugging,André Bessa,2021-02-09 00:50:06,2021,February,Tuesday,2021-02-09,0,Late Night
 Configurando o VS Code para Python,Otávio Miranda,2021-02-09 00:49:59,2021,February,Tuesday,2021-02-09,0,Late Night
 EE VV,Mairo Vergara,2021-02-08 23:15:52,2021,February,Monday,2021-02-08,23,Night
 Como Debugar no Visual Studio Code - Passo a Passo [Fácil],Dev Aprender,2021-02-07 17:30:49,2021,February,Sunday,2021-02-07,17,Evening
 Python - Instalando e configurando o VSCode no Windows,Huidemar Costa,2021-02-07 16:31:56,2021,February,Sunday,2021-02-07,16,Afternoon
 Python + VSCode: Programação e Debugging,André Bessa,2021-02-07 16:23:26,2021,February,Sunday,2021-02-07,16,Afternoon
 Configurando o VS Code para Python,Otávio Miranda,2021-02-07 16:21:53,2021,February,Sunday,2021-02-07,16,Afternoon
 Visual Studio Code #4 - Live Share,Coding Night,2021-02-07 16:21:22,2021,February,Sunday,2021-02-07,16,Afternoon
 Visual Studio Code #3 - Debug,Coding Night,2021-02-07 16:21:07,2021,February,Sunday,2021-02-07,16,Afternoon
 Segurança digital: a importância da proteção contra ataques hackers e vazamentos de dados,Meio,2021-02-06 13:01:23,2021,February,Saturday,2021-02-06,13,Afternoon
 Como usar o recurso de depuração (debug),Henrique Cunha,2021-02-06 02:14:54,2021,February,Saturday,2021-02-06,2,Late Night
 English Experience | Aula 01,Mairo Vergara,2021-02-04 13:33:04,2021,February,Thursday,2021-02-04,13,Afternoon
 But how does bitcoin actually work?,3Blue1Brown,2021-02-04 13:21:03,2021,February,Thursday,2021-02-04,13,Afternoon
 Seminário Policy Design and Crisis Management: Lessons from the Covid-19 Pandemic,Enap,2021-02-04 13:18:59,2021,February,Thursday,2021-02-04,13,Afternoon
 Previdência: 11 respostas para você começar a investir,InfoMoney,2021-02-04 13:18:54,2021,February,Thursday,2021-02-04,13,Afternoon
 Por que o mercado está de olho nas eleições no Congresso,InvestNews BR,2021-02-04 13:02:52,2021,February,Thursday,2021-02-04,13,Afternoon
 Segurança digital: a importância da proteção contra ataques hackers e vazamentos de dados,Meio,2021-02-04 12:21:21,2021,February,Thursday,2021-02-04,12,Morning
 01 - Intro A - Python for Everybody Course,freeCodeCamp Concepts,2021-02-04 11:38:33,2021,February,Thursday,2021-02-04,11,Morning
" Episódio 21 - Doutorado Para Trabalhar como Cientista de Dados, Pela Visão de Quem Tem Doutorado.",Data Science Academy,2021-02-04 03:32:24,2021,February,Thursday,2021-02-04,3,Late Night
 Como Testar Código com Datas em Python? — Café com Python #003,Python Pro,2021-02-04 03:23:19,2021,February,Thursday,2021-02-04,3,Late Night
 “Se E Somente Se”,Portal da Matemática OBMEP,2021-02-03 21:05:07,2021,February,Wednesday,2021-02-03,21,Night
 “Se-Então”,Portal da Matemática OBMEP,2021-02-03 20:56:56,2021,February,Wednesday,2021-02-03,20,Evening
 O que é Lógica Matemática?,Portal da Matemática OBMEP,2021-02-03 20:48:29,2021,February,Wednesday,2021-02-03,20,Evening
 1. Lógica Computacional: Introdução à Lógica,Professor Pantoja,2021-02-03 20:47:22,2021,February,Wednesday,2021-02-03,20,Evening
 Curso de Python: Primeiros passos no Python - Aula Demonstraiva,DevMedia,2021-02-03 16:13:13,2021,February,Wednesday,2021-02-03,16,Afternoon
 a video that has been removed,Advertisement (Google AdSense),2021-02-03 13:15:34,2021,February,Wednesday,2021-02-03,13,Afternoon
 How To Use Discord (2021),Tech Insider,2021-02-02 20:39:07,2021,February,Tuesday,2021-02-02,20,Evening
 Mudanças na API do Discord e o fim da V11 do Discord.js,Pedro Ricardo - PR,2021-02-02 17:06:10,2021,February,Tuesday,2021-02-02,17,Evening
 Lic  Computação   Lógica Computacional   Karine Sato,UEPG - Nutead,2021-02-02 13:59:37,2021,February,Tuesday,2021-02-02,13,Afternoon
 1. Lógica Computacional: Introdução à Lógica,Professor Pantoja,2021-02-02 13:59:22,2021,February,Tuesday,2021-02-02,13,Afternoon
 Curso de Astronomia - Big Bang Astronomia Para Leigos e Apressados,SpaceToday,2021-02-02 02:17:29,2021,February,Tuesday,2021-02-02,2,Late Night
 Dicas de Produtividade com o VS Code Visual Studio - Codificando,Codificando,2021-02-01 23:06:56,2021,February,Monday,2021-02-01,23,Night
 Como deixar visível a barra de  menu do VScode.,Canal MauBu,2021-02-01 23:06:02,2021,February,Monday,2021-02-01,23,Night
 TED (Legendado): Carol Dweck - O Poder de Acreditar que Você Pode Melhorar,OPER Group,2021-02-01 16:21:27,2021,February,Monday,2021-02-01,16,Afternoon
 Configurando o VS Code para Python,Otávio Miranda,2021-02-01 04:21:00,2021,February,Monday,2021-02-01,4,Late Night
 Python: Trabalhando com variáveis,DevMedia,2021-01-31 19:36:48,2021,January,Sunday,2021-01-31,19,Evening
 CIRCO VOADOR NO AR #46 Los Sebosos Postizos toca Bob Marley & The Wailers 06/09/2019,Circo Voador,2021-01-31 18:38:21,2021,January,Sunday,2021-01-31,18,Evening
 TED (Legendado): Carol Dweck - O Poder de Acreditar que Você Pode Melhorar,OPER Group,2021-01-31 05:19:43,2021,January,Sunday,2021-01-31,5,Early Morning
 A borboleta de Austin - legendado (Austin's butter,Natália Ghidelli,2021-01-30 22:11:36,2021,January,Saturday,2021-01-30,22,Night
 Kid-E-Cats | Compilação de episódios | Episódios 11-20 | Cartoons em portugues,Kid-E-Cats Brasil,2021-01-30 22:11:14,2021,January,Saturday,2021-01-30,22,Night
 Monty Python's The Meaning of Life | The Miracle of Birth,Universal Pictures,2021-01-30 22:04:28,2021,January,Saturday,2021-01-30,22,Night
 [PyBr2020] Trilha PEP20 - Segunda-feira - Dia 02 #pybr2020,pythonbrasil,2021-01-30 19:40:30,2021,January,Saturday,2021-01-30,19,Evening
 Soft  Skills: 5 principais habilidades para impulsionar sua carreira #WoMakersCode,WoMakersCode,2021-01-30 17:01:07,2021,January,Saturday,2021-01-30,17,Evening
 Evento Libertarian Woman - Clube Damas de Ferro - Segundo Dia,Clube Damas de Ferro,2021-01-30 14:34:29,2021,January,Saturday,2021-01-30,14,Afternoon
 Evento Libertarian Woman - Clube Damas de Ferro - Segundo Dia,Clube Damas de Ferro,2021-01-29 22:43:39,2021,January,Friday,2021-01-29,22,Night
 Apresentação Turma Vamo AI 🤩,Michelle Lira,2021-01-29 22:14:56,2021,January,Friday,2021-01-29,22,Night
 ONDE INVESTIR 2021: ACOMPANHE O QUARTO DIA,InfoMoney,2021-01-29 21:59:22,2021,January,Friday,2021-01-29,21,Night
 Evento Libertarian Women - Clube Damas de Ferro - Primeiro Dia,Clube Damas de Ferro,2021-01-29 21:09:51,2021,January,Friday,2021-01-29,21,Night
 O que faz um programador?,O Bruno Germano,2021-01-29 01:53:25,2021,January,Friday,2021-01-29,1,Late Night
 Netflix,Advertisement (Google AdSense),2021-01-29 01:52:31,2021,January,Friday,2021-01-29,1,Late Night
 Evento Libertarian Women - Clube Damas de Ferro - Primeiro Dia,Clube Damas de Ferro,2021-01-28 22:07:36,2021,January,Thursday,2021-01-28,22,Night
 Vamo AI,Inajá Morais,2021-01-28 15:45:33,2021,January,Thursday,2021-01-28,15,Afternoon
 Apresentação Turma Vamo AI 🤩,Michelle Lira,2021-01-28 15:37:36,2021,January,Thursday,2021-01-28,15,Afternoon
 As Five | Série Original Globoplay,Advertisement (Google AdSense),2021-01-28 14:48:02,2021,January,Thursday,2021-01-28,14,Afternoon
 Riqueza pessoal: uma vida antifrágil | Luiz Fernando Roxo | TEDxSantos,TEDx Talks,2021-01-27 22:08:02,2021,January,Wednesday,2021-01-27,22,Night
 O poder do não e o dinheiro | Nathalia Arcuri | TEDxDanteAlighieriSchool,TEDx Talks,2021-01-27 21:52:06,2021,January,Wednesday,2021-01-27,21,Night
 Investir para alcançar objetivos (e atingir metas) | Primo Rico e Evaristo Costa,Rico,2021-01-27 21:41:15,2021,January,Wednesday,2021-01-27,21,Night
 Conversas: Michele Prado e a extrema direita no Brasil,Meio,2021-01-27 21:22:43,2021,January,Wednesday,2021-01-27,21,Night
 Screencastify Overview,Screencastify,2021-01-27 20:15:23,2021,January,Wednesday,2021-01-27,20,Evening
" Episódio 21 - Doutorado Para Trabalhar como Cientista de Dados, Pela Visão de Quem Tem Doutorado.",Data Science Academy,2021-01-27 01:31:39,2021,January,Wednesday,2021-01-27,1,Late Night
 ONDE INVESTIR 2021: ACOMPANHE O PRIMEIRO DIA,InfoMoney,2021-01-27 01:11:30,2021,January,Wednesday,2021-01-27,1,Late Night
 My philosophy for a happy life | Sam Berns | TEDxMidAtlantic,TEDx Talks,2021-01-26 22:13:06,2021,January,Tuesday,2021-01-26,22,Night
 🥇 TOP 10 Cursos Grátis para 2021 ✋🤚,Curso em Vídeo,2021-01-26 22:10:26,2021,January,Tuesday,2021-01-26,22,Night
 Recado do Bruno,Resilia Educação,2021-01-26 22:07:56,2021,January,Tuesday,2021-01-26,22,Night
 8 fatores para inovar e desenvolver projetos cívicos com tecnologia no setor público,appcivico,2021-01-26 18:54:32,2021,January,Tuesday,2021-01-26,18,Evening
 Como Definir Aplicativo Como Padrão no Xiami MIUI,INVESTMENT CASH,2021-01-24 22:15:08,2021,January,Sunday,2021-01-24,22,Night
 Por que TANTA GENTE acredita em DEUS? Uma resposta CIENTÍFICA | Prof. Daniel Gontijo,Prof. Daniel Gontijo,2021-01-24 01:46:43,2021,January,Sunday,2021-01-24,1,Late Night
 Imersão React 2ª Edição: Next.JS - Front-end moderno e o Next.JS,Alura Cursos Online,2021-01-23 19:25:37,2021,January,Saturday,2021-01-23,19,Evening
 LANÇAMENTO FALCON 9 - TRANSPORTER 1 (SCRUB - NÃO ASSISTA!!!!),SpaceToday,2021-01-23 18:24:57,2021,January,Saturday,2021-01-23,18,Evening
 ☆ Caillou em Português Episódios Completos ☆ DVD ★ Caillou Holiday Movie - Compilação de 70 mins ☆,Caillou em Português - WildBrain,2021-01-23 18:17:57,2021,January,Saturday,2021-01-23,18,Evening
 Dev em T - Especialista ou Generalista? Como identificar suas habilidades de profissional em T,Alura Cursos Online,2021-01-23 01:11:50,2021,January,Saturday,2021-01-23,1,Late Night
 [Box Imaginação] - Imaginação: por Isa Minatel,Keep Learning School,2021-01-23 00:52:21,2021,January,Saturday,2021-01-23,0,Late Night
 Café com Diversidade - Negritude e Empregabilidade em Tecnologia,Resilia Educação,2021-01-22 23:22:23,2021,January,Friday,2021-01-22,23,Night
 homem deixa ovos e varias coisas cair,munda do cuplices de um resgate,2021-01-22 20:03:27,2021,January,Friday,2021-01-22,20,Evening
 Como acessar o chat do Digio,Mega Tutors Plus,2021-01-22 16:34:19,2021,January,Friday,2021-01-22,16,Afternoon
 COMO GANHAR (muito) DINHEIRO TRABALHANDO EM CASA? 6 dicas de afiliados digitais,Me poupe!,2021-01-22 02:28:05,2021,January,Friday,2021-01-22,2,Late Night
 GANHE 100 REAIS POR DIA! TOP 6 IDEIAS DE RENDA EXTRA PARA 2021!,Me poupe!,2021-01-22 02:23:28,2021,January,Friday,2021-01-22,2,Late Night
 GANHE DINHEIRO EM 2021! TOP 6 INVESTIMENTOS DO ANO! De Tesouro a Bitcoins!,Me poupe!,2021-01-22 02:10:53,2021,January,Friday,2021-01-22,2,Late Night
 ONDE DEIXAR A RESERVA DE EMERGÊNCIA PÓS-COVID? Adeus Tesouro SELIC!,Me poupe!,2021-01-22 02:03:01,2021,January,Friday,2021-01-22,2,Late Night
 Samy Dana te explica como escolher entre CDB e LCI/LCA,Investflix,2021-01-21 20:43:48,2021,January,Thursday,2021-01-21,20,Evening
 A Dor de Aprender | Que Cursos/Livros?,Fabio Akita,2021-01-21 18:44:33,2021,January,Thursday,2021-01-21,18,Evening
 O Guia DEFINITIVO de UBUNTU para Devs Iniciantes,Fabio Akita,2021-01-21 18:40:25,2021,January,Thursday,2021-01-21,18,Evening
 Entendendo WSL 2 | E uma curta história sobre Windows NT,Fabio Akita,2021-01-21 18:15:59,2021,January,Thursday,2021-01-21,18,Evening
 CDB 124% DO CDI BANCO RCI COM LIQUIDEZ DIÁRIA É BOM PARA A RESERVA DE EMERGÊNCIA OU É PEGADINHA?,Daniel Medeiros - Pra lá que eu voo,2021-01-21 18:05:59,2021,January,Thursday,2021-01-21,18,Evening
 Linux DENTRO do Windows? - WSL2,Diolinux,2021-01-21 18:03:05,2021,January,Thursday,2021-01-21,18,Evening
 Deixa - Elis Regina,Júlia Fink,2021-01-20 06:40:57,2021,January,Wednesday,2021-01-20,6,Early Morning
 Elis Regina em Portugal '' Deixa '',mpbmusikavideos,2021-01-20 06:32:07,2021,January,Wednesday,2021-01-20,6,Early Morning
 Elis Regina (1969),Thomas Raden,2021-01-20 06:31:16,2021,January,Wednesday,2021-01-20,6,Early Morning
 Elis Regina And Edu Lobo in concert 1969,Thejazzsingers channel,2021-01-20 06:28:58,2021,January,Wednesday,2021-01-20,6,Early Morning
 Maratona Discover – Aula 01,Mayk Brito,2021-01-17 17:17:28,2021,January,Sunday,2021-01-17,17,Evening
" ""Columbia"" and ""Shamrock II"" turning the outer stake boat",Library of Congress,2021-01-17 01:37:07,2021,January,Sunday,2021-01-17,1,Late Night
" QUAL A MELHOR FÓRMULA NESTOGENO, NAN SUPREME OU APTAMIL PREMIUM? MINHA EXPERIÊNCIA.",Thamize Vitorino,2021-01-13 15:52:54,2021,January,Wednesday,2021-01-13,15,Afternoon
 04 - Ética para quem? - Filosofia - Ens. Médio - Telecurso,Novo Telecurso,2021-01-13 03:35:28,2021,January,Wednesday,2021-01-13,3,Late Night
 Como resolver os desafios de código na DIO e pensamento computacional,Digital Innovation One,2021-01-12 18:45:44,2021,January,Tuesday,2021-01-12,18,Evening
 Proxy vs. Reverse Proxy (Explained by Example),Hussein Nasser,2021-01-11 23:42:24,2021,January,Monday,2021-01-11,23,Night
 Introduction to XAMPP,Bitnami,2021-01-10 23:01:10,2021,January,Sunday,2021-01-10,23,Night
 01 - Curso de JavaScript - Introdução e tag script,Bóson Treinamentos,2021-01-10 01:57:17,2021,January,Sunday,2021-01-10,1,Late Night
 Curso de UML - O que é um Diagrama de Sequência,Bóson Treinamentos,2021-01-10 01:56:41,2021,January,Sunday,2021-01-10,1,Late Night
 Curso de UML - Diagramas de Interação - Apresentação,Bóson Treinamentos,2021-01-10 01:56:20,2021,January,Sunday,2021-01-10,1,Late Night
Visited https://www.d6em7.com.br/jan2021_tfg/?pi=364,Advertisement (Google AdSense),2021-01-10 01:44:48,2021,January,Sunday,2021-01-10,1,Late Night
 Como fazer uma animação no Scratch,Professor Douglas Maioli,2021-01-10 00:57:25,2021,January,Sunday,2021-01-10,0,Late Night
 Curso de UML - Diagrama de Casos de Uso - Exemplo Básico,Bóson Treinamentos,2021-01-09 23:34:55,2021,January,Saturday,2021-01-09,23,Night
 O que é React JS? #HipstersPontoTube,Alura Cursos Online,2021-01-09 15:33:07,2021,January,Saturday,2021-01-09,15,Afternoon
 Curso de UML - Diagrama de Casos de Uso - Exemplo Básico,Bóson Treinamentos,2021-01-08 20:31:44,2021,January,Friday,2021-01-08,20,Evening
 Curso de UML - O que são Diagramas de Casos de Uso,Bóson Treinamentos,2021-01-08 20:04:59,2021,January,Friday,2021-01-08,20,Evening
 Curso de UML - O que são Casos de Uso,Bóson Treinamentos,2021-01-08 19:05:41,2021,January,Friday,2021-01-08,19,Evening
 Curso de UML - Diagrama de Classes - Relacionamentos,Bóson Treinamentos,2021-01-08 18:38:18,2021,January,Friday,2021-01-08,18,Evening
 Curso de UML   O que é um Diagrama de Classes,Bóson Treinamentos,2021-01-08 18:22:11,2021,January,Friday,2021-01-08,18,Evening
 Introdução à UML - Unified Modeling Language,Bóson Treinamentos,2021-01-08 18:09:39,2021,January,Friday,2021-01-08,18,Evening
 Super revisão de OO e SQL - Preparação para SDS2,DevSuperior,2021-01-08 17:38:27,2021,January,Friday,2021-01-08,17,Evening
 Modelagem Conceitual - Preparação para SDS2,DevSuperior,2021-01-08 17:37:39,2021,January,Friday,2021-01-08,17,Evening
 Modelagem de domínio em nível conceitual com UML - Aulão #001,DevSuperior,2021-01-08 17:20:33,2021,January,Friday,2021-01-08,17,Evening
 Introdução à UML - Unified Modeling Language,Bóson Treinamentos,2021-01-07 11:29:43,2021,January,Thursday,2021-01-07,11,Morning
 Curso de UML - Diagrama de Casos de Uso - Exemplo Básico,Bóson Treinamentos,2021-01-07 11:29:00,2021,January,Thursday,2021-01-07,11,Morning
 Diagrama Caso Uso Argo UML - APS - e-Tec,Matheus Franco,2021-01-07 11:17:18,2021,January,Thursday,2021-01-07,11,Morning
 Modelagem de domínio em nível conceitual com UML - Aulão #001,DevSuperior,2021-01-05 23:38:13,2021,January,Tuesday,2021-01-05,23,Night
 Nanomedic SpinCare - Clinical application,Nanomedic SpinCare,2021-01-05 21:50:33,2021,January,Tuesday,2021-01-05,21,Night
 Diferença entre banco relacional e NoSQL,DevSuperior,2021-01-05 12:05:47,2021,January,Tuesday,2021-01-05,12,Morning
 Sam Olyott - You'll Never Walk Alone - Liverpool 2019.. Tip-link in bio..  :),Bernie Ward Olyott /Sam Olyott,2021-01-04 12:24:16,2021,January,Monday,2021-01-04,12,Morning
 Gerry & The Pacemakers You'll Never Walk Alone,Liverpool F.C. Armenia,2021-01-04 12:24:07,2021,January,Monday,2021-01-04,12,Morning
 Dreams (2004 Remaster),Fleetwood Mac - Topic,2021-01-04 12:24:00,2021,January,Monday,2021-01-04,12,Morning
 OO e List em Java - Aulão #003,DevSuperior,2021-01-02 19:29:18,2021,January,Saturday,2021-01-02,19,Evening
 O que estudar para ser programador / desenvolvedor?,DevSuperior,2021-01-02 19:05:35,2021,January,Saturday,2021-01-02,19,Evening
" Escopo, Requisitos, Wireframe - Preparação para SDS2",DevSuperior,2021-01-02 18:47:52,2021,January,Saturday,2021-01-02,18,Evening
 [Box Imaginação] - Imaginação: por Isa Minatel,Keep Learning School,2021-01-02 18:43:36,2021,January,Saturday,2021-01-02,18,Evening
 [Box Imaginação] - Nutrindo a Imaginação na Prática: por Bianca Sollero,Keep Learning School,2021-01-02 18:05:27,2021,January,Saturday,2021-01-02,18,Evening
" Como Retirar Recolocar o tecido compl. dos carrinhos At6, Rio K Ecco,Primus K e Módulo  Burigotto.",burigottooficial-treinamento,2021-01-02 01:39:02,2021,January,Saturday,2021-01-02,1,Late Night
" Palpites Sem Limites | Ep. 6 | E quando falam: ""Ignora, é birra""? | Manhãs Sem Limites | Isa Minatel",Isa Minatel,2021-01-01 23:34:14,2021,January,Friday,2021-01-01,23,Night
 Escuta Só: Ouvido Absoluto,Lígia Salton,2021-01-01 23:33:30,2021,January,Friday,2021-01-01,23,Night
 E quando a criança bate nos pais? | Isa Minatel | Raio-x emocional da criança,Isa Minatel,2021-01-01 23:31:13,2021,January,Friday,2021-01-01,23,Night
 [Box Imaginação] - Criando Crianças Imaginativas,Keep Learning School,2021-01-01 23:16:42,2021,January,Friday,2021-01-01,23,Night
 [Box Imaginação] - Imaginação: Why?,Keep Learning School,2021-01-01 22:31:29,2021,January,Friday,2021-01-01,22,Night
 MC3 - Comunidades,Keep Learning School,2021-01-01 22:24:59,2021,January,Friday,2021-01-01,22,Night
 [Box Como As Crianças Aprendem] - Como as crianças aprendem: por Isa Minatel,Keep Learning School,2021-01-01 19:20:45,2021,January,Friday,2021-01-01,19,Evening
 [Box Como As Crianças Aprendem] - Nutrindo a Vontade de Aprender na Prática: por Bianca Sollero,Keep Learning School,2021-01-01 16:10:10,2021,January,Friday,2021-01-01,16,Afternoon
" [Box Como As Crianças Aprendem] - O Quinto ""E""",Keep Learning School,2021-01-01 16:03:23,2021,January,Friday,2021-01-01,16,Afternoon
 Nomade Orquestra - Teaser Vox Populi - Edgar,Nomade Orquestra,2020-12-31 15:54:40,2020,December,Thursday,2020-12-31,15,Afternoon
 NINGUÉM QUER BRINCAR LÁ FORA,Maquina de Louco,2020-12-31 13:03:34,2020,December,Thursday,2020-12-31,13,Afternoon
 Miçanga,BaianaSystem - Topic,2020-12-31 11:29:12,2020,December,Thursday,2020-12-31,11,Morning
 [Box Que Filhos Você Quer Deixar Para o Mundo?] - MC2: Onde Começa a Transformação.,Keep Learning School,2020-12-31 03:31:54,2020,December,Thursday,2020-12-31,3,Late Night
 [Box Como As Crianças Aprendem] - Exemplo,Keep Learning School,2020-12-31 02:37:59,2020,December,Thursday,2020-12-31,2,Late Night
 [Box Como As Crianças Aprendem] - Experiência,Keep Learning School,2020-12-31 00:50:12,2020,December,Thursday,2020-12-31,0,Late Night
 [Box Como As Crianças Aprendem] - Estudo,Keep Learning School,2020-12-31 00:34:23,2020,December,Thursday,2020-12-31,0,Late Night
 [Box Como As Crianças Aprendem] - Ensino,Keep Learning School,2020-12-31 00:03:52,2020,December,Thursday,2020-12-31,0,Late Night
 Habilidades do Futuro   Episódio 1,Job Comunicação,2020-12-30 21:33:40,2020,December,Wednesday,2020-12-30,21,Night
 [Box Como As Crianças Aprendem] - Introdução à Aprendizagem,Keep Learning School,2020-12-30 21:18:17,2020,December,Wednesday,2020-12-30,21,Night
 [Box Start] - Start: por Isa Minatel,Keep Learning School,2020-12-30 20:55:20,2020,December,Wednesday,2020-12-30,20,Evening
 [Box Start] - Régua da Liberdade,Keep Learning School,2020-12-30 20:04:02,2020,December,Wednesday,2020-12-30,20,Evening
 [Box Start] - Descoberta da Infância,Keep Learning School,2020-12-30 19:16:58,2020,December,Wednesday,2020-12-30,19,Evening
 [Box Que Filhos Você Quer Deixar Para o Mundo?] - MC2: Onde Começa a Transformação.,Keep Learning School,2020-12-30 19:14:28,2020,December,Wednesday,2020-12-30,19,Evening
 [Box Que Filhos Você Quer Deixar Para o Mundo?] Que Filhos Vc Quer Deixar para o mundo: Isa Minatel,Keep Learning School,2020-12-30 17:06:47,2020,December,Wednesday,2020-12-30,17,Evening
 O que podemos aprender com a China e quais são as oportunidades e perspectivas,XP Investimentos,2020-12-30 16:34:48,2020,December,Wednesday,2020-12-30,16,Afternoon
 NFL - Sétimo mês - Primeiro Encontro,Grupo de Estudos Dragão do Mar,2020-12-29 18:44:03,2020,December,Tuesday,2020-12-29,18,Evening
 Criolo dando show em resposta à Gabi,Vinicius Freitas,2020-12-29 18:36:46,2020,December,Tuesday,2020-12-29,18,Evening
 Live de Boas Vindas,Rico,2020-12-29 06:50:13,2020,December,Tuesday,2020-12-29,6,Early Morning
 Criolo Doido - Sucrilhos (HQ),Eldinho Dantas,2020-12-28 22:46:23,2020,December,Monday,2020-12-28,22,Night
 Criolo - Freguês da Meia-Noite (clipe),Criolo,2020-12-28 22:41:47,2020,December,Monday,2020-12-28,22,Night
 Criolo Doido no Altas Horas - Subiruosdoistiozin,tonhaodorapmc,2020-12-28 22:34:36,2020,December,Monday,2020-12-28,22,Night
 Criolo Doido - No Sapatinho,dener1533,2020-12-28 22:28:12,2020,December,Monday,2020-12-28,22,Night
 Criolo dando show em resposta à Gabi,Vinicius Freitas,2020-12-28 14:51:00,2020,December,Monday,2020-12-28,14,Afternoon
 WILD DOGS - TRAP CONSCIENTE (PROD. MANO KAUE),KL PRODUTORA,2020-12-28 14:50:29,2020,December,Monday,2020-12-28,14,Afternoon
 Live de Boas Vindas,Rico,2020-12-28 13:52:53,2020,December,Monday,2020-12-28,13,Afternoon
 Criolo Doido - Vasilhame,Eldinho Dantas,2020-12-28 02:16:06,2020,December,Monday,2020-12-28,2,Late Night
 Criolo Doido - Ainda Há Tempo (2006) [FULL ALBUM],HC Club,2020-12-28 02:13:15,2020,December,Monday,2020-12-28,2,Late Night
 Bogotá - Criolo,hsfraga,2020-12-28 02:08:27,2020,December,Monday,2020-12-28,2,Late Night
 Makalister & Beli Remour - Inevitável,Almanak,2020-12-28 01:16:16,2020,December,Monday,2020-12-28,1,Late Night
 O RAP PELO RAP | Documentário sobre HIP HOP e RAP no Brasil,O Rap Pelo Rap,2020-12-28 00:45:18,2020,December,Monday,2020-12-28,0,Late Night
 Juros Compostos na Renda Fixa | Escola de Investidores,Rico,2020-12-27 00:02:20,2020,December,Sunday,2020-12-27,0,Late Night
 Sidoka - Petalaz [Visual by dnxxg],Sidoka *,2020-12-26 21:57:50,2020,December,Saturday,2020-12-26,21,Night
 Professor de Filosofia reage a Criolo & Tropkillaz - Sistema Obtuso,Canal Drywood,2020-12-26 21:38:08,2020,December,Saturday,2020-12-26,21,Night
 PSICÓLOGO REAGINDO - Criolo & Tropkillaz - Sistema Obtuso,PSICOLOGIA RAP,2020-12-26 19:56:03,2020,December,Saturday,2020-12-26,19,Evening
 Criolo & Tropkillaz - Sistema Obtuso,Criolo,2020-12-26 19:46:40,2020,December,Saturday,2020-12-26,19,Evening
 Especial de Natal Brasil Paralelo | TODOS OS EPISÓDIOS COMPILADOS,Brasil Paralelo,2020-12-25 18:52:08,2020,December,Friday,2020-12-25,18,Evening
 Especial de Natal Brasil Paralelo | TODOS OS EPISÓDIOS COMPILADOS,Brasil Paralelo,2020-12-24 22:36:45,2020,December,Thursday,2020-12-24,22,Night
